"bowler","O","M","R","W","Econ","bowling_order","match_id","innings","team","opposition"
"J Suchith",3,0,14,2,4.66,4,829815,"first","Mumbai Indians","Sunrisers Hyderabad"
"J Suchith",3,0,24,1,8,5,829783,"first","Mumbai Indians","Delhi Daredevils"
"J Suchith",3,0,35,0,11.66,4,829795,"first","Mumbai Indians","Royal Challengers Bangalore"
"J Suchith",4,0,21,1,5.25,3,829789,"first","Mumbai Indians","Chennai Super Kings"
"J Suchith",4,0,25,1,6.25,4,829751,"second","Mumbai Indians","Sunrisers Hyderabad"
"J Suchith",4,0,31,0,7.75,4,829721,"second","Mumbai Indians","Rajasthan Royals"
"J Suchith",4,0,33,1,8.25,4,829775,"second","Mumbai Indians","Kings XI Punjab"
"J Suchith",4,0,39,1,9.75,4,829769,"second","Mumbai Indians","Rajasthan Royals"
"J Suchith",4,0,41,1,10.25,5,829717,"first","Mumbai Indians","Kings XI Punjab"
"J Theron",4,0,40,1,10,3,829769,"first","Rajasthan Royals","Mumbai Indians"
"J Yadav",2,0,8,1,4,5,829801,"first","Delhi Daredevils","Chennai Super Kings"
"J Yadav",4,0,19,1,4.75,1,829793,"first","Delhi Daredevils","Sunrisers Hyderabad"
"JA Morkel",3,0,21,2,7,4,829801,"first","Delhi Daredevils","Chennai Super Kings"
"JA Morkel",3,0,25,1,8.33,2,829761,"first","Delhi Daredevils","Kolkata Knight Riders"
"JA Morkel",3,0,28,0,9.33,1,829707,"first","Delhi Daredevils","Chennai Super Kings"
"JA Morkel",3,0,35,0,11.66,6,829793,"first","Delhi Daredevils","Sunrisers Hyderabad"
"JD Unadkat",3,0,30,0,10,1,829715,"second","Delhi Daredevils","Rajasthan Royals"
"JJ Bumrah",3,0,38,1,12.66,4,829705,"second","Mumbai Indians","Kolkata Knight Riders"
"JJ Bumrah",4,0,39,1,9.75,4,829737,"second","Mumbai Indians","Royal Challengers Bangalore"
"JJ Bumrah",4,0,52,0,13,3,829795,"first","Mumbai Indians","Royal Challengers Bangalore"
"JJ Bumrah",4,0,55,1,13.75,3,829747,"first","Mumbai Indians","Delhi Daredevils"
"JP Duminy",1,0,7,0,7,4,829757,"second","Delhi Daredevils","Royal Challengers Bangalore"
"JP Duminy",1,0,10,0,10,5,829739,"second","Delhi Daredevils","Kolkata Knight Riders"
"JP Duminy",1,0,14,0,14,3,829747,"second","Delhi Daredevils","Mumbai Indians"
"JP Duminy",1,0,16,0,16,3,829761,"first","Delhi Daredevils","Kolkata Knight Riders"
"JP Duminy",2,0,15,1,7.5,6,829707,"first","Delhi Daredevils","Chennai Super Kings"
"JP Duminy",2,0,16,0,8,4,829793,"first","Delhi Daredevils","Sunrisers Hyderabad"
"JP Duminy",2,0,16,2,8,7,829725,"first","Delhi Daredevils","Kings XI Punjab"
"JP Duminy",3,0,17,4,5.66,2,829731,"second","Delhi Daredevils","Sunrisers Hyderabad"
"JP Duminy",4,0,15,1,3.75,2,829767,"first","Delhi Daredevils","Kings XI Punjab"
"JP Faulkner",2,0,17,0,8.5,4,829749,"second","Rajasthan Royals","Royal Challengers Bangalore"
"JP Faulkner",2,0,20,0,10,5,829727,"first","Rajasthan Royals","Sunrisers Hyderabad"
"JP Faulkner",3,1,29,0,9.66,6,829721,"first","Rajasthan Royals","Mumbai Indians"
"JP Faulkner",4,0,22,2,5.5,5,829777,"second","Rajasthan Royals","Delhi Daredevils"
"JP Faulkner",4,0,26,1,6.5,5,829735,"first","Rajasthan Royals","Chennai Super Kings"
"JP Faulkner",4,0,26,3,6.5,4,829709,"second","Rajasthan Royals","Kings XI Punjab"
"JP Faulkner",4,0,37,1,9.25,5,829787,"first","Rajasthan Royals","Sunrisers Hyderabad"
"JP Faulkner",4,0,40,0,10,5,829797,"first","Rajasthan Royals","Chennai Super Kings"
"JP Faulkner",4,0,41,0,10.25,3,829741,"second","Rajasthan Royals","Kings XI Punjab"
"JP Faulkner",4,0,42,0,10.5,2,829819,"first","Rajasthan Royals","Royal Challengers Bangalore"
"JP Faulkner",4,0,45,1,11.25,4,829811,"second","Rajasthan Royals","Kolkata Knight Riders"
"JP Faulkner",4,0,55,0,13.75,6,829715,"first","Rajasthan Royals","Delhi Daredevils"
"KA Pollard",1,0,6,1,6,7,829805,"second","Mumbai Indians","Kolkata Knight Riders"
"KA Pollard",1,0,7,0,7,6,829775,"second","Mumbai Indians","Kings XI Punjab"
"KA Pollard",1,0,9,0,9,6,829737,"second","Mumbai Indians","Royal Challengers Bangalore"
"KA Pollard",1,0,11,0,11,6,829717,"first","Mumbai Indians","Kings XI Punjab"
"KA Pollard",1.4,0,26,1,15.6,6,829729,"second","Mumbai Indians","Chennai Super Kings"
"KA Pollard",2,0,14,1,7,7,829815,"first","Mumbai Indians","Sunrisers Hyderabad"
"KA Pollard",2,0,25,0,12.5,6,829747,"first","Mumbai Indians","Delhi Daredevils"
"KA Pollard",3,0,22,0,7.33,5,829817,"second","Mumbai Indians","Chennai Super Kings"
"Karanveer Singh",2,0,41,0,20.5,6,829785,"first","Kings XI Punjab","Royal Challengers Bangalore"
"Karanveer Singh",4,0,30,1,7.5,5,829775,"first","Kings XI Punjab","Mumbai Indians"
"Karanveer Singh",4,0,43,0,10.75,1,829753,"first","Kings XI Punjab","Chennai Super Kings"
"Karanveer Singh",4,0,43,0,10.75,4,829709,"first","Kings XI Punjab","Rajasthan Royals"
"KC Cariappa",2,0,28,1,14,3,829713,"second","Kolkata Knight Riders","Royal Challengers Bangalore"
"KV Sharma",1,0,5,0,5,4,829743,"second","Sunrisers Hyderabad","Kolkata Knight Riders"
"KV Sharma",1,0,14,0,14,4,829807,"second","Sunrisers Hyderabad","Royal Challengers Bangalore"
"KV Sharma",2,0,19,0,9.5,5,829773,"second","Sunrisers Hyderabad","Chennai Super Kings"
"KV Sharma",2,0,20,0,10,6,829799,"second","Sunrisers Hyderabad","Kings XI Punjab"
"KV Sharma",2,0,25,0,12.5,5,829731,"first","Sunrisers Hyderabad","Delhi Daredevils"
"KV Sharma",2.5,0,38,1,13.41,5,829815,"second","Sunrisers Hyderabad","Mumbai Indians"
"KV Sharma",3,0,12,2,4,6,829793,"second","Sunrisers Hyderabad","Delhi Daredevils"
"KV Sharma",3,0,19,1,6.33,4,829727,"second","Sunrisers Hyderabad","Rajasthan Royals"
"KV Sharma",3,0,28,1,9.33,4,829787,"second","Sunrisers Hyderabad","Rajasthan Royals"
"KV Sharma",4,0,20,1,5,5,829719,"first","Sunrisers Hyderabad","Royal Challengers Bangalore"
"KV Sharma",4,0,22,1,5.5,4,829759,"second","Sunrisers Hyderabad","Kings XI Punjab"
"KV Sharma",4,0,29,2,7.25,5,829781,"first","Sunrisers Hyderabad","Kolkata Knight Riders"
"KV Sharma",4,0,30,1,7.5,5,829751,"first","Sunrisers Hyderabad","Mumbai Indians"
"KV Sharma",4,0,51,0,12.75,4,829711,"first","Sunrisers Hyderabad","Chennai Super Kings"
"M de Lange",4,1,30,0,7.5,2,829789,"first","Mumbai Indians","Chennai Super Kings"
"M Morkel",4,0,27,1,6.75,2,829805,"first","Kolkata Knight Riders","Mumbai Indians"
"M Morkel",4,0,27,2,6.75,2,829733,"first","Kolkata Knight Riders","Kings XI Punjab"
"M Morkel",4,0,30,2,7.5,2,829739,"first","Kolkata Knight Riders","Delhi Daredevils"
"M Morkel",4,0,31,2,7.75,2,829743,"first","Kolkata Knight Riders","Sunrisers Hyderabad"
"M Morkel",4,0,35,1,8.75,1,829713,"second","Kolkata Knight Riders","Royal Challengers Bangalore"
"M Morkel",4,0,38,0,9.5,2,829811,"first","Kolkata Knight Riders","Rajasthan Royals"
"M Morkel",4,1,18,2,4.5,2,829705,"first","Kolkata Knight Riders","Mumbai Indians"
"M Vijay",1,0,12,0,12,6,829775,"first","Kings XI Punjab","Mumbai Indians"
"M Vijay",3,0,16,0,5.33,4,829759,"first","Kings XI Punjab","Sunrisers Hyderabad"
"MA Starc",2,0,15,1,7.5,1,829771,"first","Royal Challengers Bangalore","Kolkata Knight Riders"
"MA Starc",2,0,20,1,10,1,829803,"first","Royal Challengers Bangalore","Kings XI Punjab"
"MA Starc",3,0,26,1,8.66,1,829807,"first","Royal Challengers Bangalore","Sunrisers Hyderabad"
"MA Starc",4,0,15,4,3.75,1,829785,"second","Royal Challengers Bangalore","Kings XI Punjab"
"MA Starc",4,0,20,3,5,1,829757,"first","Royal Challengers Bangalore","Delhi Daredevils"
"MA Starc",4,0,22,1,5.5,1,829819,"second","Royal Challengers Bangalore","Rajasthan Royals"
"MA Starc",4,0,22,3,5.5,1,829749,"first","Royal Challengers Bangalore","Rajasthan Royals"
"MA Starc",4,0,24,1,6,1,829745,"first","Royal Challengers Bangalore","Chennai Super Kings"
"MA Starc",4,0,27,1,6.75,1,829821,"second","Royal Challengers Bangalore","Chennai Super Kings"
"MA Starc",4,0,41,1,10.25,1,829795,"second","Royal Challengers Bangalore","Mumbai Indians"
"MA Starc",4,1,24,3,6,1,829779,"first","Royal Challengers Bangalore","Chennai Super Kings"
"MC Henriques",1,0,3,2,3,3,829807,"second","Sunrisers Hyderabad","Royal Challengers Bangalore"
"MC Henriques",1,0,9,1,9,5,829743,"second","Sunrisers Hyderabad","Kolkata Knight Riders"
"MC Henriques",2,0,14,0,7,5,829793,"second","Sunrisers Hyderabad","Delhi Daredevils"
"MC Henriques",3,0,17,0,5.66,4,829815,"second","Sunrisers Hyderabad","Mumbai Indians"
"MC Henriques",3,0,20,1,6.66,4,829781,"first","Sunrisers Hyderabad","Kolkata Knight Riders"
"MC Henriques",3,0,29,1,9.66,5,829787,"second","Sunrisers Hyderabad","Rajasthan Royals"
"MC Henriques",4,0,16,3,4,5,829799,"second","Sunrisers Hyderabad","Kings XI Punjab"
"MC Henriques",4,0,20,2,5,4,829773,"second","Sunrisers Hyderabad","Chennai Super Kings"
"MC Henriques",4,0,30,1,7.5,5,829759,"second","Sunrisers Hyderabad","Kings XI Punjab"
"MG Johnson",3.5,0,41,1,10.69,3,829733,"second","Kings XI Punjab","Kolkata Knight Riders"
"MG Johnson",4,0,33,1,8.25,3,829741,"first","Kings XI Punjab","Rajasthan Royals"
"MG Johnson",4,0,34,2,8.5,5,829709,"first","Kings XI Punjab","Rajasthan Royals"
"MG Johnson",4,0,39,2,9.75,2,829759,"first","Kings XI Punjab","Sunrisers Hyderabad"
"MG Johnson",4,0,40,0,10,4,829753,"first","Kings XI Punjab","Chennai Super Kings"
"MG Johnson",4,0,41,1,10.25,3,829775,"first","Kings XI Punjab","Mumbai Indians"
"MG Johnson",4,0,42,0,10.5,3,829725,"second","Kings XI Punjab","Delhi Daredevils"
"MG Johnson",4,0,43,0,10.75,2,829785,"first","Kings XI Punjab","Royal Challengers Bangalore"
"MG Johnson",4,1,23,2,5.75,3,829717,"second","Kings XI Punjab","Mumbai Indians"
"MJ McClenaghan",3,0,46,1,15.33,2,829817,"second","Mumbai Indians","Chennai Super Kings"
"MJ McClenaghan",4,0,16,3,4,2,829815,"first","Mumbai Indians","Sunrisers Hyderabad"
"MJ McClenaghan",4,0,20,3,5,2,829751,"second","Mumbai Indians","Sunrisers Hyderabad"
"MJ McClenaghan",4,0,25,0,6.25,1,829775,"second","Mumbai Indians","Kings XI Punjab"
"MJ McClenaghan",4,0,25,3,6.25,2,829823,"second","Mumbai Indians","Chennai Super Kings"
"MJ McClenaghan",4,0,31,1,7.75,2,829805,"second","Mumbai Indians","Kolkata Knight Riders"
"MJ McClenaghan",4,0,31,3,7.75,1,829769,"second","Mumbai Indians","Rajasthan Royals"
"MJ McClenaghan",4,0,34,1,8.5,1,829789,"first","Mumbai Indians","Chennai Super Kings"
"MJ McClenaghan",4,0,37,0,9.25,2,829783,"first","Mumbai Indians","Delhi Daredevils"
"MJ McClenaghan",4,0,38,2,9.5,1,829747,"first","Mumbai Indians","Delhi Daredevils"
"MJ McClenaghan",4,0,40,0,10,1,829795,"first","Mumbai Indians","Royal Challengers Bangalore"
"MJ McClenaghan",4,0,43,1,10.75,1,829737,"second","Mumbai Indians","Royal Challengers Bangalore"
"MM Sharma",2,0,17,0,8.5,2,829801,"second","Chennai Super Kings","Delhi Daredevils"
"MM Sharma",2,0,19,0,9.5,2,829789,"second","Chennai Super Kings","Mumbai Indians"
"MM Sharma",3,0,10,1,3.33,3,829753,"second","Chennai Super Kings","Kings XI Punjab"
"MM Sharma",3,0,24,1,8,3,829765,"second","Chennai Super Kings","Kolkata Knight Riders"
"MM Sharma",3,0,33,1,11,5,829817,"first","Chennai Super Kings","Mumbai Indians"
"MM Sharma",4,0,22,1,5.5,1,829723,"second","Chennai Super Kings","Kolkata Knight Riders"
"MM Sharma",4,0,22,1,5.5,3,829821,"first","Chennai Super Kings","Royal Challengers Bangalore"
"MM Sharma",4,0,25,3,6.25,2,829797,"second","Chennai Super Kings","Rajasthan Royals"
"MM Sharma",4,0,29,1,7.25,3,829779,"second","Chennai Super Kings","Royal Challengers Bangalore"
"MM Sharma",4,0,33,0,8.25,3,829735,"second","Chennai Super Kings","Rajasthan Royals"
"MM Sharma",4,0,33,1,8.25,2,829707,"second","Chennai Super Kings","Delhi Daredevils"
"MM Sharma",4,0,36,2,9,2,829711,"second","Chennai Super Kings","Sunrisers Hyderabad"
"MM Sharma",4,0,38,1,9.5,2,829823,"first","Chennai Super Kings","Mumbai Indians"
"MM Sharma",4,0,39,0,9.75,3,829745,"second","Chennai Super Kings","Royal Challengers Bangalore"
"MM Sharma",4,0,43,1,10.75,3,829729,"first","Chennai Super Kings","Mumbai Indians"
"MM Sharma",4,0,58,0,14.5,1,829773,"first","Chennai Super Kings","Sunrisers Hyderabad"
"NLTC Perera",2,0,22,0,11,4,829767,"second","Kings XI Punjab","Delhi Daredevils"
"NLTC Perera",4,0,33,1,8.25,4,829733,"second","Kings XI Punjab","Kolkata Knight Riders"
"NM Coulter-Nile",3,0,14,0,4.66,1,829725,"first","Delhi Daredevils","Kings XI Punjab"
"NM Coulter-Nile",3.3,0,30,0,8.57,1,829757,"second","Delhi Daredevils","Royal Challengers Bangalore"
"NM Coulter-Nile",4,0,20,4,5,3,829767,"first","Delhi Daredevils","Kings XI Punjab"
"NM Coulter-Nile",4,0,25,2,6.25,3,829793,"first","Delhi Daredevils","Sunrisers Hyderabad"
"NM Coulter-Nile",4,0,26,1,6.5,1,829731,"second","Delhi Daredevils","Sunrisers Hyderabad"
"NM Coulter-Nile",4,0,30,1,7.5,2,829739,"second","Delhi Daredevils","Kolkata Knight Riders"
"NM Coulter-Nile",4,0,30,3,7.5,2,829707,"first","Delhi Daredevils","Chennai Super Kings"
"NM Coulter-Nile",4,0,36,1,9,1,829747,"second","Delhi Daredevils","Mumbai Indians"
"NM Coulter-Nile",4,0,38,1,9.5,3,829777,"first","Delhi Daredevils","Rajasthan Royals"
"NM Coulter-Nile",4,0,42,0,10.5,2,829715,"second","Delhi Daredevils","Rajasthan Royals"
"NM Coulter-Nile",4,1,30,2,7.5,2,829783,"second","Delhi Daredevils","Mumbai Indians"
"P Kumar",1,0,10,0,10,3,829781,"first","Sunrisers Hyderabad","Kolkata Knight Riders"
"P Kumar",1,0,10,1,10,5,829807,"second","Sunrisers Hyderabad","Royal Challengers Bangalore"
"P Kumar",2,0,13,0,6.5,3,829815,"second","Sunrisers Hyderabad","Mumbai Indians"
"P Kumar",2,0,18,1,9,3,829743,"second","Sunrisers Hyderabad","Kolkata Knight Riders"
"P Kumar",2,0,34,0,17,4,829793,"second","Sunrisers Hyderabad","Delhi Daredevils"
"P Kumar",4,0,30,0,7.5,3,829727,"second","Sunrisers Hyderabad","Rajasthan Royals"
"P Kumar",4,0,33,0,8.25,3,829773,"second","Sunrisers Hyderabad","Chennai Super Kings"
"P Kumar",4,0,34,1,8.5,3,829719,"first","Sunrisers Hyderabad","Royal Challengers Bangalore"
"P Kumar",4,0,34,1,8.5,3,829759,"second","Sunrisers Hyderabad","Kings XI Punjab"
"P Kumar",4,0,35,2,8.75,4,829751,"first","Sunrisers Hyderabad","Mumbai Indians"
"P Kumar",4,0,38,1,9.5,1,829731,"first","Sunrisers Hyderabad","Delhi Daredevils"
"P Kumar",4,0,40,0,10,2,829787,"second","Sunrisers Hyderabad","Rajasthan Royals"
"P Negi",1,0,4,0,4,6,829821,"first","Chennai Super Kings","Royal Challengers Bangalore"
"P Negi",2,0,18,0,9,5,829823,"first","Chennai Super Kings","Mumbai Indians"
"P Negi",2,0,19,0,9.5,5,829779,"second","Chennai Super Kings","Royal Challengers Bangalore"
"P Negi",2,0,20,1,10,6,829773,"first","Chennai Super Kings","Sunrisers Hyderabad"
"P Negi",3,0,28,2,9.33,6,829801,"second","Chennai Super Kings","Delhi Daredevils"
"P Negi",4,0,23,1,5.75,3,829723,"second","Chennai Super Kings","Kolkata Knight Riders"
"P Negi",4,0,25,2,6.25,1,829809,"first","Chennai Super Kings","Kings XI Punjab"
"P Negi",4,0,34,0,8.5,5,829789,"second","Chennai Super Kings","Mumbai Indians"
"P Negi",4,0,35,0,8.75,3,829797,"second","Chennai Super Kings","Rajasthan Royals"
"P Negi",4,0,46,0,11.5,3,829817,"first","Chennai Super Kings","Mumbai Indians"
"P Suyal",3,0,22,0,7.33,2,829717,"first","Mumbai Indians","Kings XI Punjab"
"P Suyal",3,0,28,0,9.33,1,829729,"second","Mumbai Indians","Chennai Super Kings"
"P Suyal",4,0,45,0,11.25,2,829721,"second","Mumbai Indians","Rajasthan Royals"
"Parvez Rasool",1,0,11,0,11,6,829711,"first","Sunrisers Hyderabad","Chennai Super Kings"
"Parvez Rasool",4,0,20,1,5,3,829793,"second","Sunrisers Hyderabad","Delhi Daredevils"
"PJ Cummins",2,0,18,0,9,1,829771,"second","Kolkata Knight Riders","Royal Challengers Bangalore"
"PJ Cummins",4,0,25,0,6.25,1,829765,"first","Kolkata Knight Riders","Chennai Super Kings"
"PJ Cummins",4,0,54,1,13.5,1,829723,"first","Kolkata Knight Riders","Chennai Super Kings"
"PP Chawla",1,0,9,0,9,4,829805,"first","Kolkata Knight Riders","Mumbai Indians"
"PP Chawla",1,0,10,0,10,6,829713,"second","Kolkata Knight Riders","Royal Challengers Bangalore"
"PP Chawla",1,0,12,0,12,6,829811,"first","Kolkata Knight Riders","Rajasthan Royals"
"PP Chawla",1,0,15,0,15,6,829743,"first","Kolkata Knight Riders","Sunrisers Hyderabad"
"PP Chawla",2,0,16,0,8,6,829705,"first","Kolkata Knight Riders","Mumbai Indians"
"PP Chawla",2,0,21,1,10.5,4,829771,"second","Kolkata Knight Riders","Royal Challengers Bangalore"
"PP Chawla",3,0,35,0,11.66,6,829791,"first","Kolkata Knight Riders","Kings XI Punjab"
"PP Chawla",4,0,16,1,4,6,829781,"second","Kolkata Knight Riders","Sunrisers Hyderabad"
"PP Chawla",4,0,21,1,5.25,3,829723,"first","Kolkata Knight Riders","Chennai Super Kings"
"PP Chawla",4,0,26,2,6.5,3,829765,"first","Kolkata Knight Riders","Chennai Super Kings"
"PP Chawla",4,0,27,2,6.75,5,829739,"first","Kolkata Knight Riders","Delhi Daredevils"
"PP Chawla",4,0,29,0,7.25,5,829733,"first","Kolkata Knight Riders","Kings XI Punjab"
"PP Chawla",4,0,32,4,8,4,829761,"second","Kolkata Knight Riders","Delhi Daredevils"
"PP Ojha",2,0,23,0,11.5,5,829705,"second","Mumbai Indians","Kolkata Knight Riders"
"PV Tambe",3,0,15,0,5,5,829709,"second","Rajasthan Royals","Kings XI Punjab"
"PV Tambe",3,0,18,1,6,4,829715,"first","Rajasthan Royals","Delhi Daredevils"
"PV Tambe",3,0,20,1,6.66,4,829741,"second","Rajasthan Royals","Kings XI Punjab"
"PV Tambe",3,0,24,0,8,4,829797,"first","Rajasthan Royals","Chennai Super Kings"
"PV Tambe",3,0,25,1,8.33,7,829721,"first","Rajasthan Royals","Mumbai Indians"
"PV Tambe",4,0,21,2,5.25,7,829727,"first","Rajasthan Royals","Sunrisers Hyderabad"
"PV Tambe",4,0,32,1,8,6,829787,"first","Rajasthan Royals","Sunrisers Hyderabad"
"PV Tambe",4,0,36,0,9,5,829749,"second","Rajasthan Royals","Royal Challengers Bangalore"
"PV Tambe",4,0,36,1,9,3,829735,"first","Rajasthan Royals","Chennai Super Kings"
"R Ashwin",1,0,13,0,13,5,829729,"first","Chennai Super Kings","Mumbai Indians"
"R Ashwin",1,0,17,0,17,4,829745,"second","Chennai Super Kings","Royal Challengers Bangalore"
"R Ashwin",2,0,5,2,2.5,4,829765,"second","Chennai Super Kings","Kolkata Knight Riders"
"R Ashwin",2,0,21,0,10.5,3,829823,"first","Chennai Super Kings","Mumbai Indians"
"R Ashwin",2,0,21,0,10.5,5,829735,"second","Chennai Super Kings","Rajasthan Royals"
"R Ashwin",3,0,22,0,7.33,1,829817,"first","Chennai Super Kings","Mumbai Indians"
"R Ashwin",4,0,13,1,3.25,2,829821,"first","Chennai Super Kings","Royal Challengers Bangalore"
"R Ashwin",4,0,14,1,3.5,4,829809,"first","Chennai Super Kings","Kings XI Punjab"
"R Ashwin",4,0,14,2,3.5,5,829753,"second","Chennai Super Kings","Kings XI Punjab"
"R Ashwin",4,0,17,2,4.25,1,829789,"second","Chennai Super Kings","Mumbai Indians"
"R Ashwin",4,0,22,1,5.5,4,829711,"second","Chennai Super Kings","Sunrisers Hyderabad"
"R Ashwin",4,0,24,0,6,3,829801,"second","Chennai Super Kings","Delhi Daredevils"
"R Ashwin",4,0,25,1,6.25,4,829707,"second","Chennai Super Kings","Delhi Daredevils"
"R Bhatia",2,0,23,0,11.5,6,829777,"second","Rajasthan Royals","Delhi Daredevils"
"R Bhatia",3,0,23,0,7.66,6,829797,"first","Rajasthan Royals","Chennai Super Kings"
"R Dhawan",1,0,7,0,7,6,829759,"first","Kings XI Punjab","Sunrisers Hyderabad"
"R Dhawan",2,0,12,1,6,4,829809,"second","Kings XI Punjab","Chennai Super Kings"
"R Dhawan",2,0,18,0,9,4,829803,"second","Kings XI Punjab","Royal Challengers Bangalore"
"R Dhawan",3,0,23,0,7.66,4,829725,"second","Kings XI Punjab","Delhi Daredevils"
"R Dhawan",4,0,50,0,12.5,5,829717,"second","Kings XI Punjab","Mumbai Indians"
"R Tewatia",3,0,31,1,10.33,5,829741,"second","Rajasthan Royals","Kings XI Punjab"
"R Vinay Kumar",2,0,18,0,9,5,829729,"second","Mumbai Indians","Chennai Super Kings"
"R Vinay Kumar",3,0,13,1,4.33,1,829721,"second","Mumbai Indians","Rajasthan Royals"
"R Vinay Kumar",3,0,17,0,5.66,3,829775,"second","Mumbai Indians","Kings XI Punjab"
"R Vinay Kumar",3,0,21,0,7,3,829815,"first","Mumbai Indians","Sunrisers Hyderabad"
"R Vinay Kumar",3,0,26,2,8.66,3,829817,"second","Mumbai Indians","Chennai Super Kings"
"R Vinay Kumar",3,0,31,0,10.33,3,829783,"first","Mumbai Indians","Delhi Daredevils"
"R Vinay Kumar",3,0,33,1,11,4,829789,"first","Mumbai Indians","Chennai Super Kings"
"R Vinay Kumar",3.3,0,21,0,6,2,829705,"second","Mumbai Indians","Kolkata Knight Riders"
"R Vinay Kumar",4,0,31,0,7.75,5,829751,"second","Mumbai Indians","Sunrisers Hyderabad"
"R Vinay Kumar",4,0,33,1,8.25,3,829805,"second","Mumbai Indians","Kolkata Knight Riders"
"R Vinay Kumar",4,0,39,1,9.75,3,829769,"second","Mumbai Indians","Rajasthan Royals"
"R Vinay Kumar",4,0,39,1,9.75,3,829823,"second","Mumbai Indians","Chennai Super Kings"
"R Vinay Kumar",4,0,46,0,11.5,1,829717,"first","Mumbai Indians","Kings XI Punjab"
"RA Jadeja",1,0,13,0,13,7,829821,"first","Chennai Super Kings","Royal Challengers Bangalore"
"RA Jadeja",1,0,17,0,17,6,829711,"second","Chennai Super Kings","Sunrisers Hyderabad"
"RA Jadeja",2,0,11,0,5.5,4,829779,"second","Chennai Super Kings","Royal Challengers Bangalore"
"RA Jadeja",2,0,18,1,9,4,829817,"first","Chennai Super Kings","Mumbai Indians"
"RA Jadeja",2,0,25,0,12.5,5,829723,"second","Chennai Super Kings","Kolkata Knight Riders"
"RA Jadeja",2,0,26,0,13,4,829823,"first","Chennai Super Kings","Mumbai Indians"
"RA Jadeja",2.4,0,16,0,6,4,829801,"second","Chennai Super Kings","Delhi Daredevils"
"RA Jadeja",3,0,11,0,3.66,5,829765,"second","Chennai Super Kings","Kolkata Knight Riders"
"RA Jadeja",3,0,18,1,6,5,829809,"first","Chennai Super Kings","Kings XI Punjab"
"RA Jadeja",4,0,11,4,2.75,4,829797,"second","Chennai Super Kings","Rajasthan Royals"
"RA Jadeja",4,0,22,3,5.5,4,829753,"second","Chennai Super Kings","Kings XI Punjab"
"RA Jadeja",4,0,27,0,6.75,4,829789,"second","Chennai Super Kings","Mumbai Indians"
"RA Jadeja",4,0,29,1,7.25,4,829735,"second","Chennai Super Kings","Rajasthan Royals"
"RA Jadeja",4,0,37,1,9.25,5,829745,"second","Chennai Super Kings","Royal Challengers Bangalore"
"RA Jadeja",4,0,49,0,12.25,4,829729,"first","Chennai Super Kings","Mumbai Indians"
"RG More",2,0,28,0,14,3,829773,"first","Chennai Super Kings","Sunrisers Hyderabad"
"RG More",3.5,0,31,1,8.08,4,829723,"second","Chennai Super Kings","Kolkata Knight Riders"
"RN ten Doeschate",1,0,4,0,4,7,829781,"second","Kolkata Knight Riders","Sunrisers Hyderabad"
"RS Bopara",1,0,7,1,7,7,829743,"second","Sunrisers Hyderabad","Kolkata Knight Riders"
"RS Bopara",1,0,15,0,15,7,829793,"second","Sunrisers Hyderabad","Delhi Daredevils"
"RS Bopara",3,0,22,1,7.33,6,829787,"second","Sunrisers Hyderabad","Rajasthan Royals"
"RS Bopara",3,0,31,2,10.33,4,829719,"first","Sunrisers Hyderabad","Royal Challengers Bangalore"
"RS Bopara",4,0,18,2,4.5,5,829727,"second","Sunrisers Hyderabad","Rajasthan Royals"
"RS Bopara",4,0,29,0,7.25,5,829711,"first","Sunrisers Hyderabad","Chennai Super Kings"
"RS Bopara",4,0,38,0,9.5,4,829731,"first","Sunrisers Hyderabad","Delhi Daredevils"
"S Aravind",2,0,31,0,15.5,2,829803,"first","Royal Challengers Bangalore","Kings XI Punjab"
"S Aravind",4,0,20,2,5,2,829819,"second","Royal Challengers Bangalore","Rajasthan Royals"
"S Aravind",4,0,25,1,6.25,2,829821,"second","Royal Challengers Bangalore","Chennai Super Kings"
"S Aravind",4,0,27,4,6.75,2,829785,"second","Royal Challengers Bangalore","Kings XI Punjab"
"S Aravind",4,0,29,1,7.25,2,829795,"second","Royal Challengers Bangalore","Mumbai Indians"
"S Gopal",2.1,0,23,1,10.61,6,829721,"second","Mumbai Indians","Rajasthan Royals"
"S Nadeem",3,0,25,0,8.33,6,829747,"second","Delhi Daredevils","Mumbai Indians"
"S Nadeem",4,1,18,0,4.5,1,829801,"first","Delhi Daredevils","Chennai Super Kings"
"SA Abbott",2,0,21,0,10.5,1,829719,"second","Royal Challengers Bangalore","Sunrisers Hyderabad"
"SA Abbott",3,0,36,0,12,1,829713,"first","Royal Challengers Bangalore","Kolkata Knight Riders"
"Sandeep Sharma",2,0,9,1,4.5,1,829809,"second","Kings XI Punjab","Chennai Super Kings"
"Sandeep Sharma",2,0,20,1,10,1,829803,"second","Kings XI Punjab","Royal Challengers Bangalore"
"Sandeep Sharma",3,0,10,0,3.33,1,829767,"second","Kings XI Punjab","Delhi Daredevils"
"Sandeep Sharma",3,0,24,0,8,1,829775,"first","Kings XI Punjab","Mumbai Indians"
"Sandeep Sharma",4,0,25,1,6.25,1,829741,"first","Kings XI Punjab","Rajasthan Royals"
"Sandeep Sharma",4,0,30,1,7.5,1,829725,"second","Kings XI Punjab","Delhi Daredevils"
